Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,162.96,174.58,183.12,190.82,194.74,229.46,260.39,269.81,245.17,265.81,290.53,365.39,406.06,444.28,548.62,613.22,670.32,806.29,949.03,1058.27,1237.66,1237.69,1180.10,1223.19,1208.01,1131.35,1183.65,1183094127.77,1379924257.21,1590215582.53,1880771556.30,2203545856.67,1799517081.56,2070636935.59,1181802596.03,1397457932.31,2281034131.36,2663234933.90,1750584265.29,1775921718.11,1743506531.33,1716502862.30,3495748397.63,3208837077.25,3476094498.88,3655909664.14,3998020176.67,4432937045.80,5321012192.34,6191127665.20,6959655570.89,8004000737.31,6028487928.83,5518880768.58,6047813437.32,6373212640.85,5433040159.89,8787570920.44,9712994564.92,10862613621.91,11961848552.60
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916.24,1901.87,2001.50,2510.13,2674.44,2956.36,3143.54,3188.95,3330.39,3664.58,3864.17,4244.34,5043.27,7663.00,9496.07,9298.80,11050.13,13139.40,16358.38,21213.67,24488.03,25004.56,26804.40,30346.79,33943.51,31200.16,27734.56,32181695507.22,35271880250.50,38848567631.42,44024178343.01,49143148094.27,59167550162.96,66894837030.42,74478356957.78,88705342902.71,100855393910.49,100005323301.87,72167498980.84,79148421052.63,93789736842.11,92783947368.42,100845526315.79,110202368421.05,124749473684.21,143534102611.50,162691238209.48,193547824063.30,230813897715.69,202257625195.06,255016609232.87,297951960784.31,314443149443.15,323277158906.98,338061963396.38,301354803994.37,301255380276.26,319112136545.44,358715057123.74,364681367531.68,336664444247.04
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,583846.19,604324.20,647421.60,683726.36,735285.09,798329.52,876222.56,927523.76,1014479.81,1099213.31,1161385.40,1264333.06,1392428.22,1556967.36,1705964.30,1859083.03,2080373.86,2293885.16,2570707.67,2870923.30,3131774.13,3513995.96,3658081.03,3975475.11,4393971.26,4704775.00,4958242.43,5287828242049.45,5745207451214.25,6208137243275.24,6558665950908.47,6770092083643.19,7114394589252.92,7437550121856.44,7867242439537.61,8245811373433.40,8704363777972.13,9235474283855.56,9699948950000.00,10312400831271.10,11000599098931.60,11324483674355.40,11701005616098.00,12357971049634.80,13244904088278.20,14214616964778.70,15140020223591.00,15927446063783.30,16272813774721.70,15830214167157.30,16616030620486.30,17342220425174.50,18031752018521.60,18637912373835.00,19339327561439.90,19801463926217.10,20279970339907.40,21199387143244.10,22340938595869.60,23182285203906.00,22587300006483.90
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2422.10,2249.85,2118.74,2297.40,1951.23,1608.22,1809.07,2300105497.13,2495059627.44,2535113565.49,2789944497.96,2996885574.19,3429538518.46,3251230620.75,3666501464.25,3978497747.28,3989208670.52,4154955685.10,3873098651.96,3868541598.67,3922247984.64,3557333363.20,3349184762.16,4926471288.09,6609198826.38,7248394161.41,8001779553.23,8839526448.03,8607475302.83,8938868166.34,11431334446.81,12523402326.92,13042007432.36,12043276401.42,12435416063.47,11335179560.99,10721994676.24,12895153157.35,13681065175.49,12565772084.74,10699926682.65
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,159.59,164.21,180.04,215.51,263.11,358.82,413.63,505.89,542.29,637.40,816.65,798.31,837.62,846.01,1047.23,1182.46,972.56,904.62,823.83,796.02,854.82,1201.26,1488113532.29,2072735787.32,2185072798.33,2529310103.84,2653781596.46,2923764926.40,3070161471.04,3038727617.04,3628440274.67,3606968433.93,3291489840.57,3158806480.26,3056999988.09,2682347064.36,,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,449.53,485.79,531.74,586.29,582.82,673.38,702.30,665.59,641.21,625.87,649.92,693.57,742.78,946.39,1026.14,1048.69,1064.52,1291.46,1774.37,2109.28,2508.52,2170.89,2017.61,1803.10,1461.24,1440.58,1904.10,2233005822.59,2280356338.23,2179567107.50,3512356353.08,3285796979.80,3386232592.02,3052673622.86,1938058161.25,2302537682.18,2405687081.13,2290318800.33,2643363406.98,2537790022.74,2241753120.21,2448714680.56,2782192986.96,3394084884.67,3760443965.73,4383315656.99,4756361479.99,5731485267.33,7297600896.86,7352131669.29,7851191899.34,8772951261.82,9426913349.22,10224897934.72,10862944203.56,9685577941.03,10355006770.10,11189541083.40,12846952856.85,12911689659.35,13678234008.47
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4196.09,4467.20,4909.30,5165.49,5552.82,5874.42,6366.79,5203.14,5200.90,6634.19,12545.85,9181.77,12274.42,15162.87,24846.64,27778.93,36308.88,36035.41,36527.86,47259.91,64201.79,164475.21,142769.36,97094.91,73484.36,73745.82,54805.85,52676041930.58,49648470439.80,44003061108.34,54035795388.09,49118433047.53,47794925814.76,27752204320.09,33833042987.76,44062465800.17,51075815092.50,54457835193.49,54604050168.18,59372613485.66,69448756932.58,74030364472.05,95385819320.57,104911947834.12,136385979322.44,176134087150.34,236103982431.64,275625684968.62,337035512676.94,291880204327.42,361456622215.72,404993594133.58,455501524575.50,508692961937.49,546676374567.72,486803295097.89,404650006428.61,375746469538.67,397190484464.31,448120428858.77,432293776262.40
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,223.85,240.52,265.29,292.92,341.97,566.54,606.67,657.17,695.90,747.97,776.59,826.57,880.84,1093.57,1520.90,1590.43,1847.87,2239.86,2142.13,1527.85,2189.35,2448.29,2465.17,2743.34,3105.52,2683.82,2885.71,3851213727.68,2630904261.83,1013184745.71,1009455483.87,1488804123.71,1792800000.00,1756454248.37,3863185119.05,4140470000.00,4308351902.79,4389965590.97,4635267224.84,4855717874.68,5107329007.09,5323146565.70,5224213017.54,5322454925.85,5795568204.65,6321335612.22,6763361732.88,7423367753.48,8496998229.39,8298679908.55,8758639096.48,9774351930.72,10532049076.94,10982979274.19,11880434070.78,12756706583.31,13286083644.88,13785909906.19,13025208219.77,12611218627.06,12621476263.83
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,12276.73,13493.83,14647.06,15891.24,18699.38,21000.59,22867.20,25087.56,27817.61,34035.95,38164.72,44579.12,54706.56,71840.91,87243.41,100249.52,109168.72,127016.99,155859.70,179669.41,195152.09,164134.22,158479.53,153445.47,143912.66,143845.82,200862.10,245046310922.54,261910508417.88,258336705809.00,318330511920.61,327500327675.63,362962872180.45,353550169672.52,379130260322.07,452301674444.14,450490196078.43,416812740004.52,438008220395.47,446898572341.79,416442786069.65,431213422818.79,471613965744.40,578792325056.43,657171591755.65,685092650167.89,733340860619.75,847481522036.68,947997656364.44,868077243678.80,846554894931.08,904085980796.02,838971306990.91,876923518850.41,890981311077.66,765264949781.00,783528181704.57,831809944960.88,913597086062.60,907050863145.10,912242335119.07
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5163.27,5632.46,6066.98,6510.24,7159.20,8058.68,8696.46,9514.50,10159.93,11063.07,12814.12,14583.11,17358.61,22534.25,27145.69,32877.81,35942.27,41508.03,46523.09,53132.24,64439.38,63596.65,62647.20,61627.24,62057.96,65416.88,78693.25,94230055658.63,101900260856.22,102633789557.54,119791683307.51,121872464483.49,130838040067.58,120579072750.60,127131461119.93,152029612324.79,163520109150.67,161356631888.48,154163364302.66,162284465073.34,171247131268.60,173972218824.03,195524186477.62,228858506821.84,264511630666.98,308884284051.22,345581369965.54,400937100158.66,462250000000.00,386190385318.77,428757038466.84,498283438454.28,509506317146.54,522761531914.89,498410050251.26,385801550067.17,368827142857.14,398393955268.99,436999692591.45,405510000000.00,362008956544.83
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508.33,531.96,574.09,496.95,496.10,735.27,906.81,841.97,772.23,788.64,865.98,882.77,1024.10,972.10,1217.95,1575.79,1452.79,1382.40,1604.16,1851.25,1945.92,2275.58,2395.43,2447.17,2581.21,2619.91,2850.78,2957255379.54,3487009748.36,3525228153.17,3627562402.66,3921476084.89,3401211581.29,3660041666.67,4066775510.20,4401104417.67,4521580381.47,4918691916.54,4856255044.39,5033642384.11,5494252207.91,6007055042.18,6050875806.66,6330473096.54,7273938314.72,8130258041.47,9043715355.89,10325618017.38,12545438605.40,12854985464.08,16002656434.47,21621710002.51,21703106502.49,22162208956.09,22731602969.69,24360795410.16,24524098184.42,28971589213.13,33111525182.71,34186180694.93,33657175561.33
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,47564520.39,66055407.67,96927201.48,98491843.64,104654365.19,86779266.16,100087348.96,109585941.62,124021393.69,118223430.12,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485.85,5670.06,6077.50,6638.94,7274.14,5654.46,5863.73,5961.42,5180.60,5761.59,0.00,7911.14,9567.33,12802.28,13940.98,12861.98,13604.83,15446.83,18530.52,20731.24,23244.55,24417.62,24164.60,24309.28,21665.98,24679.80,30604.67,40376354069.95,45176811594.20,43920222524.71,45495129385.05,42745329732.16,41649829859.63,46775620817.43,55314732279.14,63918703506.91,70140835299.01,66075143415.50,56227169851.04,58762260625.88,52623281956.70,53872425916.62,66627729311.45,88250885550.26,103905210084.03,114720129550.10,111538810712.67,137188946865.58,133131369930.41,121373602348.68,146517541181.25,168291357111.74,176206659722.52,190906575136.00,201313497220.92,178064471137.92,188943457301.47,206950600690.40,212225726657.86,209127454522.90,212482013605.05
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1080919.29,1136637.33,1226903.89,1322444.60,1445362.09,1568732.20,1721759.73,1848295.44,2004937.96,2205468.16,2403774.06,2662094.75,3087984.50,3730827.92,4180268.75,4685476.84,5081565.31,5732926.00,6887515.04,7955856.45,8841960.07,9000940.78,8866239.70,9156294.59,9575823.14,10085408.96,12215612.48,14146970447112.20,15945901965192.80,16687147317666.30,18798432904451.20,19896373008624.40,21399194215217.20,21691256754507.10,23182702498959.00,25556317395522.10,25777801213726.30,25398931088948.80,25671310941860.30,26953310114773.70,27528368824762.00,27282684105617.70,28458472196802.50,31848492628064.70,35456244725466.60,37509638199619.00,39583512113898.80,43328429154275.70,45921299142381.60,42996802734965.20,45115360408643.20,48515594707909.40,48490804597909.50,49149217411326.00,50192651469585.90,47383213168536.80,48288124360650.90,50395090974018.70,53327471505093.50,53791284572855.00,52059613762688.10
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,63.29,67.77,107.15,188.86,239.98,256.30,301.01,366.86,483.03,1645.92,2096.70,2560.22,2741.17,2740.30,3733.35,5981.76,7259.12,7554.72,7932.54,8821.37,10005.50,7323.82,7811183094.93,8386215864.76,9372171651.50,11685045513.65,11341482444.73,12452275682.70,12493107932.38,12918855656.70,13802600780.23,15277763329.00,15837451235.37,13996914596.14,15593456122.49,19507452508.07,19452000475.62,20142756174.72,21633708220.01,24763713000.60,31081991724.79,37215779655.59,42085379489.05,60905452457.93,48388363516.43,56913065779.26,67871907375.45,76511069704.32,78555622509.27,80686929102.19,68420257566.60,65441278668.29,70585606843.78,79788768968.95,76331518668.58,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3136.23,3723.14,4506.20,6528.87,12036.30,13435.79,16702.71,18808.46,20750.41,26944.77,37414.51,37612.38,35576.36,33607.90,33850.14,32168.32,32574.74,38661083946.85,43435520388.06,45480159713.98,54430435879.11,56048134546.35,61139186292.15,58222210989.98,60903334916.53,70227326281.82,73988949606.44,76855970876.27,75284042429.44,80953804251.64,91416976402.95,90947842452.46,98118747587.52,122149131929.74,151571751143.43,183618511588.33,215775336789.03,264052157919.95,323056461352.69,277310208711.04,322632622165.48,397158822365.76,414363806132.82,432445578061.31,446975168776.24,370954636401.16,366640783079.73,399208351427.11,443035376761.85,433454622124.21,377607677758.98
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3749.27,4118.65,4310.16,4630.83,5204.96,5929.23,6561.11,7464.51,8042.00,8683.12,10027.51,10665.90,9415.02,6383.43,8899.19,11230.61,13168.08,15126.06,17811.52,19688.38,23654.44,28100.61,30725.97,28691.89,31151.83,31144.92,31899.07,33351529274.69,38472742808.32,40171018229.07,40010423970.46,45625234697.71,48884606848.13,51809949334.24,52293456906.27,60636022422.62,63320122807.12,62433300338.09,62191955814.35,62973855718.89,82017743416.28,79484403984.88,79904985384.87,91760542940.07,107759683863.12,120055291992.94,137264061106.04,152385716311.92,170077814106.31,168152775283.03,177165635077.07,213587413184.00,224383620829.57,231218567178.98,244360888750.81,270556131701.17,278654637737.69,304567253219.10,314567541558.34,278221906022.84,263686552686.21
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,537.15,599.03,652.12,722.78,776.14,852.49,928.83,1034.38,1112.79,1221.31,1351.01,1523.92,1673.41,1913.79,2188.31,2435.30,2588.11,2738.26,3244.56,3704.55,4614.09,5222.42,5769.77,5923.76,6183.39,6541.52,6797.83,6827665300.00,5902783400.00,5918469800.00,6433967000.00,7074675500.00,8042337700.00,8782585400.00,9365289800.00,9573813700.00,9870494000.00,10677286100.00,11575486400.00,12130252200.00,12304115000.00,12502013400.00,12994310400.00,13693981200.00,15013381700.00,16374393900.00,18141666300.00,21295984200.00,25155888600.00,27116635600.00,29440300000.00,34686200000.00,40429700000.00,45599900000.00,49921400000.00,54091800000.00,57907700000.00,62202700000.00,64928300000.00,66787900000.00,52938100000.00
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2571.91,2899.65,3286.77,3600.96,4356.91,5166.86,6113.61,6204.25,5736.08,6420.91,7432.22,8289.58,9189.41,10994.38,13858.44,16877.16,15947.71,14620.39,12495.78,15962.46,18134.03,21649.14,21793.50,17345.62,17599.66,16548.83,15244.23,20702298396.97,15439408447.23,22499559086.03,26410386669.36,34341465998.20,35966302303.26,34832077220.85,44882079766.89,53312793687.38,55252414130.30,58147522522.52,55501467877.38,50187324567.88,51744749133.21,52030158775.41,54777553515.08,58731030121.87,66768703497.57,76060606060.61,88643193061.75,102170981144.14,120550599815.44,120822986521.48,147528937028.78,171761737046.59,192648999090.08,201175469114.33,200789362451.57,189805300841.60,191895943823.89,211007207483.52,222574697255.52,228470919605.67,202014363787.23
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,6684.57,7256.97,4399.83,4875.31,5271.40,5784.40,6371.46,6809.13,7591.60,8408.23,6687.20,7408.31,8017.47,10082.89,13781.14,14893.97,17097.56,19648.11,22706.16,27502.17,32450.54,35646.42,37140.16,33212.18,31408.49,30734.34,29868.34,33195933429.60,37885440418.68,42575183905.56,44311593755.78,45417561302.25,52976344928.96,54368083953.11,64084460124.46,74119987244.50,82848140618.03,82344260570.67,72207028767.76,82995145792.93,83670261708.00,78921079687.88,84307291973.82,87039145965.28,95002028504.69,107419961717.69,127652859201.04,155980378253.63,181006700916.93,176131709174.76,208368726861.41,234216930369.80,261920509950.56,283902728260.72,297483247101.04,306446140628.71,318626761492.87,328480867142.69,346842094174.51,376823278560.85,361489354350.00
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,146297500.00,156907900.00,163184900.00,153963200.00,165186200.00,190452900.00,192382400.00,198897700.00,198283900.00,187522800.00,185943000.00,196911100.00,212397800.00,221117200.00,241669800.00,280457700.00,295065400.00,286106800.00,280435700.00,268354900.00,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,230.50,244.83,261.18,275.97,305.31,344.16,390.97,441.71,485.16,551.24,645.54,717.72,858.80,1299.11,1467.35,1356.59,1511.86,1640.76,1947.95,2293.62,2545.98,2498.07,2368.58,2562.49,2552.53,2423.37,2648.03,3143848331.31,3655979702.46,3546460176.99,3219730365.00,3787394957.98,4377980510.06,4974550286.18,5502786069.65,4636057476.43,5155311077.39,4936615298.79,3789443014.62,3477038204.02,3521339699.07,3081024212.43,2999511040.20,3536411824.30,3927157866.96,4865892972.28,8355006706.58,9545177014.13,11670840931.82,11619637798.99,14250755231.13,17984910501.90,21295659243.62,21261432791.27,23210682538.39,21723531173.24,20759069103.10,22742613553.69,24109509852.74,24829107011.07,23591523025.29
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,65977749036.98,85500935934.99,94337050693.27,96045645026.18,110803391516.70,142292783505.16,160193242090.43,159357789772.21,174685791563.56,170031005016.26,172219461126.07,190905493539.17,199072058823.53,217827260805.84,255110181539.81,306144336269.51,344622003093.58,429028505365.08,533609081852.90,439737508413.19,479834179020.33,528301269069.80,498523568248.12,521016262734.92,542477096211.76,477811911394.08,472630364208.18,526508877305.32,587408980271.71,595862086928.21,594164690894.94
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,20951.54,21546.82,23587.22,27488.66,25607.06,28861.41,31699.95,29930.46,31546.66,35728.79,43705.65,42719.69,49694.11,61042.75,86572.44,98904.27,115994.71,128349.18,142952.72,180430.21,220714.58,309025.65,290153.00,231378.30,211076.94,218420.76,212064.92,234330701651.25,237789332876.34,233212405272.40,370281059113.05,166845612583.94,159612257447.79,142104833147.06,134377553618.59,172723721947.44,185570788104.64,204791981087.46,211203444666.54,231806144233.43,270787378668.46,255989031140.18,293685724768.71,318726172382.00,398206423909.43,496717151820.44,627991717795.74,759249479344.39,956679483956.75,868426150790.71,1025517597337.45,1182591832186.50,1297362819141.69,1421498471964.17,1498314647966.99,1319824386706.79,1212331923187.34,1266378114995.40,1332425550522.63,1399441249557.88,1303276093315.24
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691.90,1865.10,2094.40,2333.60,2570.50,2881.50,3170.50,3532.70,3941.70,4460.70,5034.70,5646.80,6328.90,7002.40,7684.80,8198.30,8968.60,9910.90,11165.00,12750.00,14436.10,15955.70,16764.20,17276.60,19162.60,20289.20,22009.30,24025800000.00,26385800000.00,28161200000.00,30603919000.00,32287031000.00,34630430000.00,36922456000.00,39690630000.00,42647331000.00,45340835000.00,48187039000.00,54086400000.00,57841000000.00,61701800000.00,69208400000.00,71623500000.00,74827400000.00,80322313000.00,83914521300.00,87276164400.00,89524131600.00,93639300000.00,96385600000.00,98381300000.00,100351700000.00,101564800000.00,102450000000.00,102445800000.00,103375500000.00,104336700000.00,103445500000.00,100925000000.00,104914600000.00,103138300000.00
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193.20,3417.52,3668.22,3905.73,4235.61,4687.46,5135.39,5740.24,6354.26,6969.03,8108.24,9201.60,11239.12,15090.56,17512.39,19347.61,20332.83,21439.52,23487.61,26622.82,32896.52,31977.28,30527.75,27239.65,25217.97,27115.81,38745.90,48182925857.41,56347250696.38,60594092182.33,78713860216.57,89233599278.48,107592098307.10,95009751901.26,99688641304.35,118122007430.01,122630089680.27,117016535162.95,123946327916.30,127427343916.47,118310710337.20,121498889485.46,134156091661.96,164862142212.19,189034502110.75,197180330804.63,208581694893.99,240190803449.22,262344779551.78,243701635176.44,237880908317.65,244797226567.11,216236608773.98,226369502104.24,229596170847.00,199313894327.49,206286022781.89,220811110492.15,242194788533.54,239510770948.27,231255587276.74
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,443.59,465.89,492.67,517.65,556.29,594.61,664.57,769.04,995.53,1333.48,1511.42,1698.96,2092.16,2559.86,3416.78,4448.09,5624.52,5419.41,5673.25,4502.46,3282.45,3723.99,3971044723.80,4255683528.34,4757732199.97,5812114523.03,6984367762.90,7157424031.06,7249533620.31,7870982004.82,9062131475.02,9788391780.52,9965225678.05,9260481572.42,8837070235.52,8855705139.56,8495806432.18,7196260656.85,7691367471.18,9624440836.29,10737500188.11,13429430050.26,17856270473.15,24616537618.23,22355601273.35,27237782849.69,33756238766.50,33296438306.47,38651334287.67,40377987208.69,36211372702.81,36089550659.09,38997129473.56,40225448340.63,37906944074.61,35304238230.11
